"C_REGION";"L_REGION";"C_DEPT";"N_DEPT";"RATIO_DMA";"Annee";"TONNAGE_ DMA";"VA_POPANNEE"
"75";"Nouvelle-Aquitaine";"87";"Haute-Vienne";"468,140000";"2013";"175952,15000";"375856"
"44";"Grand Est";"88";"Vosges";"510,170000";"2013";"191428,41000";"375226"
"27";"Bourgogne-Franche-Comté";"89";"Yonne";"515,690000";"2013";"176097,87000";"341483"
"27";"Bourgogne-Franche-Comté";"90";"Territoire-de-Belfort";"499,970000";"2013";"72154,84000";"144318"
"11";"Ile-de-France";"91";"Essonne";"474,560000";"2013";"595063,30000";"1253931"
"11";"Ile-de-France";"92";"Hauts-de-seine";"387,000000";"2013";"615867,95000";"1591403"
"11";"Ile-de-France";"93";"Seine-Saint-Denis";"435,880000";"2013";"676703,36000";"1552482"
"11";"Ile-de-France";"94";"Val-de-Marne";"393,520000";"2013";"532824,90000";"1354005"
"11";"Ile-de-France";"95";"Val-d'Oise";"460,910000";"2013";"550645,88000";"1194681"
"97";"DROM-COM";"971";"Guadeloupe";"652,440000";"2013";"262360,40000";"402119"
"97";"DROM-COM";"972";"Martinique";"503,080000";"2013";"193962,88000";"385551"
"97";"DROM-COM";"973";"Guyane";"285,110000";"2013";"69600,39000";"244118"
"97";"DROM-COM";"974";"La Réunion";"604,090000";"2013";"504480,58000";"835103"
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"459,540000";"2015";"290370,66000";"631877"
"32";"Hauts-de-France";"02";"Aisne";"495,570000";"2015";"266966,98000";"538707"
"84";"Auvergne-Rhône-Alpes";"03";"Allier";"532,750000";"2015";"181995,59000";"341613"
"93";"Provence-Alpes-Côte d'Azur";"04";"Alpes-de-Haute-Provence";"637,980000";"2015";"103224,83000";"161799"
"93";"Provence-Alpes-Côte d'Azur";"05";"Hautes-Alpes";"644,660000";"2015";"90843,37000";"140916"
"93";"Provence-Alpes-Côte d'Azur";"06";"Alpes-Maritimes";"697,710000";"2015";"755224,74000";"1082440"
"84";"Auvergne-Rhône-Alpes";"07";"Ardèche";"515,200000";"2015";"167033,79000";"324209"
"44";"Grand Est";"08";"Ardennes";"514,750000";"2015";"142971,98000";"277752"
"76";"Occitanie";"09";"Ariège";"648,270000";"2015";"98860,60000";"152499"
"44";"Grand Est";"10";"Aube";"472,010000";"2015";"145876,26000";"309056"
"76";"Occitanie";"11";"Aude";"606,280000";"2015";"222480,39000";"366957"
"76";"Occitanie";"12";"Aveyron";"470,890000";"2015";"131458,25000";"279169"
"93";"Provence-Alpes-Côte d'Azur";"13";"Bouches-du-Rhône";"556,070000";"2015";"1121372,99000";"2016622"
"28";"Normandie";"14";"Calvados";"604,810000";"2015";"419482,45000";"693579"
"84";"Auvergne-Rhône-Alpes";"15";"Cantal";"506,780000";"2015";"74101,23000";"146219"
"75";"Nouvelle-Aquitaine";"16";"Charente";"511,710000";"2015";"180947,46000";"353613"
"75";"Nouvelle-Aquitaine";"17";"Charente-Maritime";"638,630000";"2015";"408686,19000";"639938"
"24";"Centre-Val de Loire";"18";"Cher";"496,050000";"2015";"153274,81000";"308992"
"75";"Nouvelle-Aquitaine";"19";"Corrèze";"492,120000";"2015";"119029,69000";"241871"
"27";"Bourgogne-Franche-Comté";"21";"Cote-d'Or";"493,760000";"2015";"263245,15000";"533147"
"53";"Bretagne";"22";"Cotes-d'Armor";"663,060000";"2015";"396744,87000";"598357"
"75";"Nouvelle-Aquitaine";"23";"Creuse";"472,210000";"2015";"56837,95000";"120365"
"75";"Nouvelle-Aquitaine";"24";"Dordogne";"506,140000";"2015";"210259,63000";"415417"
"27";"Bourgogne-Franche-Comté";"25";"Doubs";"461,360000";"2015";"247732,77000";"536959"
"84";"Auvergne-Rhône-Alpes";"26";"Drôme";"507,420000";"2015";"256061,62000";"504637"
"28";"Normandie";"27";"Eure";"575,440000";"2015";"346384,85000";"601948"
"24";"Centre-Val de Loire";"28";"Eure-et-Loir";"554,360000";"2015";"240609,56000";"434035"
"53";"Bretagne";"29";"Finistère";"674,880000";"2015";"612650,65000";"907796"
"94";"Corse";"2A";"Corse-du-Sud";"695,120000";"2015";"106165,53000";"152730"
"94";"Corse";"2B";"Haute-Corse";"599,060000";"2015";"104567,43000";"174553"
"76";"Occitanie";"30";"Gard";"581,760000";"2015";"429448,23000";"738189"
"76";"Occitanie";"31";"Haute-Garonne";"476,950000";"2015";"636778,67000";"1335103"
"76";"Occitanie";"32";"Gers";"489,960000";"2015";"93548,29000";"190932"
"75";"Nouvelle-Aquitaine";"33";"Gironde";"523,050000";"2015";"809926,57000";"1548478"
"76";"Occitanie";"34";"Hérault";"593,710000";"2015";"665070,01000";"1120190"
"53";"Bretagne";"35";"Ille-et-Vilaine";"469,930000";"2015";"490086,87000";"1042884"
"24";"Centre-Val de Loire";"36";"Indre";"490,560000";"2015";"109983,06000";"224200"
"24";"Centre-Val de Loire";"37";"Indre-et-Loire";"496,690000";"2015";"300478,41000";"604966"
"84";"Auvergne-Rhône-Alpes";"38";"Isère";"513,100000";"2015";"641923,68000";"1251060"
"27";"Bourgogne-Franche-Comté";"39";"Jura";"476,050000";"2015";"124053,29000";"260587"
"75";"Nouvelle-Aquitaine";"40";"Landes";"795,070000";"2015";"320600,37000";"403234"
"24";"Centre-Val de Loire";"41";"Loir-et-Cher";"513,040000";"2015";"170867,27000";"333050"
"84";"Auvergne-Rhône-Alpes";"42";"Loire";"483,370000";"2015";"367074,87000";"759411"
"84";"Auvergne-Rhône-Alpes";"43";"Haute-Loire";"464,000000";"2015";"105343,95000";"227034"
"52";"Pays de la Loire";"44";"Loire-Atlantique";"504,710000";"2015";"689530,93000";"1366203"
"24";"Centre-Val de Loire";"45";"Loiret";"489,000000";"2015";"329267,82000";"673349"
"76";"Occitanie";"46";"Lot";"564,920000";"2015";"97957,44000";"173400"
"75";"Nouvelle-Aquitaine";"47";"Lot-et-Garonne";"532,180000";"2015";"177437,19000";"333417"
"76";"Occitanie";"48";"Lozère";"523,350000";"2015";"39936,19000";"76309"
"52";"Pays de la Loire";"49";"Maine-et-Loire";"444,100000";"2015";"359368,27000";"809210"
"28";"Normandie";"50";"Manche";"642,340000";"2015";"320712,20000";"499287"
"44";"Grand Est";"51";"Marne";"482,730000";"2015";"276241,15000";"572245"
"44";"Grand Est";"52";"Haute-Marne";"483,940000";"2015";"86698,90000";"179154"
"52";"Pays de la Loire";"53";"Mayenne";"496,230000";"2015";"152810,45000";"307940"
"44";"Grand Est";"54";"Meurthe-et-Moselle";"434,480000";"2015";"319082,47000";"734403"
"44";"Grand Est";"55";"Meuse";"451,210000";"2015";"86012,00000";"190626"
"53";"Bretagne";"56";"Morbihan";"573,210000";"2015";"426935,00000";"744813"
"44";"Grand Est";"57";"Moselle";"513,590000";"2015";"536437,01000";"1044486"
"27";"Bourgogne-Franche-Comté";"58";"Nièvre";"489,140000";"2015";"103574,88000";"211747"
"32";"Hauts-de-France";"59";"Nord";"525,310000";"2015";"1368546,32000";"2605238"
"32";"Hauts-de-France";"60";"Oise";"549,500000";"2015";"451441,64000";"821552"
"28";"Normandie";"61";"Orne";"551,630000";"2015";"158105,71000";"286618"
"32";"Hauts-de-France";"62";"Pas-de-Calais";"592,080000";"2015";"871921,60000";"1472648"
"84";"Auvergne-Rhône-Alpes";"63";"Puy-de-Dôme";"472,120000";"2015";"305699,42000";"647501"
"75";"Nouvelle-Aquitaine";"64";"Pyrénées-Atlantiques";"543,660000";"2015";"364272,70000";"670032"
"76";"Occitanie";"65";"Hautes-Pyrénées";"571,470000";"2015";"130628,18000";"228582"
"76";"Occitanie";"66";"Pyrénées-Orientales";"630,040000";"2015";"296772,89000";"471038"
"44";"Grand Est";"67";"Bas-Rhin";"449,800000";"2015";"502277,17000";"1116658"
"44";"Grand Est";"68";"Haut-Rhin";"482,010000";"2015";"367586,05000";"762607"
"84";"Auvergne-Rhône-Alpes";"69";"Rhône";"385,110000";"2015";"701667,79000";"1821995"
"27";"Bourgogne-Franche-Comté";"70";"Haute-Saône";"517,330000";"2015";"122972,79000";"237706"
"27";"Bourgogne-Franche-Comté";"71";"Saône-et-Loire";"499,810000";"2015";"277597,54000";"555408"
"52";"Pays de la Loire";"72";"Sarthe";"444,560000";"2015";"252706,49000";"568445"
"84";"Auvergne-Rhône-Alpes";"73";"Savoie";"637,290000";"2015";"272889,06000";"428204"
"84";"Auvergne-Rhône-Alpes";"74";"Haute-Savoie";"583,400000";"2015";"463181,46000";"793938"
"11";"Ile-de-France";"75";"Paris";"464,970000";"2015";"1025957,26000";"2206488"
"28";"Normandie";"76";"Seine-Maritime";"572,920000";"2015";"720559,28000";"1257699"
"11";"Ile-de-France";"77";"Seine-et-Marne";"478,810000";"2015";"665602,41000";"1390121"
"11";"Ile-de-France";"78";"Yvelines";"445,690000";"2015";"636127,28000";"1427291"
"75";"Nouvelle-Aquitaine";"79";"Deux-Sèvres";"510,670000";"2015";"191213,43000";"374435"
"32";"Hauts-de-France";"80";"Somme";"539,100000";"2015";"308298,37000";"571879"
"76";"Occitanie";"81";"Tarn";"503,570000";"2015";"194649,69000";"386543"
"76";"Occitanie";"82";"Tarn-et-Garonne";"507,260000";"2015";"129489,49000";"255274"
"93";"Provence-Alpes-Côte d'Azur";"83";"Var";"717,320000";"2015";"752217,33000";"1048652"
"93";"Provence-Alpes-Côte d'Azur";"84";"Vaucluse";"584,260000";"2015";"325751,57000";"557548"
"52";"Pays de la Loire";"85";"Vendée";"577,190000";"2015";"384817,51000";"666714"
"75";"Nouvelle-Aquitaine";"86";"Vienne";"497,880000";"2015";"216522,03000";"434887"
"75";"Nouvelle-Aquitaine";"87";"Haute-Vienne";"470,290000";"2015";"176733,84000";"375795"
"44";"Grand Est";"88";"Vosges";"496,270000";"2015";"184619,32000";"372016"
"27";"Bourgogne-Franche-Comté";"89";"Yonne";"510,370000";"2015";"173987,02000";"340903"
"27";"Bourgogne-Franche-Comté";"90";"Territoire-de-Belfort";"437,860000";"2015";"63263,35000";"144483"
"11";"Ile-de-France";"91";"Essonne";"453,260000";"2015";"578461,04000";"1276233"
"11";"Ile-de-France";"92";"Hauts-de-seine";"362,480000";"2015";"580539,90000";"1601569"
"11";"Ile-de-France";"93";"Seine-Saint-Denis";"422,200000";"2015";"672425,51000";"1592663"
"11";"Ile-de-France";"94";"Val-de-Marne";"390,660000";"2015";"536132,70000";"1372389"
"11";"Ile-de-France";"95";"Val-d'Oise";"454,050000";"2015";"551844,41000";"1215390"
"97";"DROM-COM";"971";"Guadeloupe";"533,750000";"2015";"212425,71000";"397990"
"97";"DROM-COM";"972";"Martinique";"499,790000";"2015";"190360,41000";"380877"
"97";"DROM-COM";"973";"Guyane";"424,130000";"2015";"110215,55000";"259865"
"97";"DROM-COM";"974";"La Réunion";"557,460000";"2015";"474250,03000";"850727"
"97";"DROM-COM";"976";"Mayotte";"248,070000";"2015";"52750,16000";"212645"
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"461,930000";"2017";"297185,71000";"643350"
"32";"Hauts-de-France";"02";"Aisne";"527,390000";"2017";"281907,86000";"534531"
"84";"Auvergne-Rhône-Alpes";"03";"Allier";"548,150000";"2017";"185266,68000";"337988"
"93";"Provence-Alpes-Côte d'Azur";"04";"Alpes-de-Haute-Provence";"642,440000";"2017";"105306,16000";"163915"
"93";"Provence-Alpes-Côte d'Azur";"05";"Hautes-Alpes";"628,140000";"2017";"88745,53000";"141284"
"93";"Provence-Alpes-Côte d'Azur";"06";"Alpes-Maritimes";"693,320000";"2017";"751083,30000";"1083310"
"84";"Auvergne-Rhône-Alpes";"07";"Ardèche";"521,830000";"2017";"169967,66000";"325712"
"44";"Grand Est";"08";"Ardennes";"524,360000";"2017";"143455,15000";"273579"
"76";"Occitanie";"09";"Ariège";"671,140000";"2017";"102787,55000";"153153"
"44";"Grand Est";"10";"Aube";"498,120000";"2017";"154425,69000";"310020"
"76";"Occitanie";"11";"Aude";"612,630000";"2017";"226831,33000";"370260"
"76";"Occitanie";"12";"Aveyron";"501,290000";"2017";"139964,50000";"279206"
"93";"Provence-Alpes-Côte d'Azur";"13";"Bouches-du-Rhône";"569,270000";"2017";"1152297,00000";"2024162"
"28";"Normandie";"14";"Calvados";"646,590000";"2017";"449078,40000";"694534"
"84";"Auvergne-Rhône-Alpes";"15";"Cantal";"515,540000";"2017";"74826,46000";"145143"
"75";"Nouvelle-Aquitaine";"16";"Charente";"525,560000";"2017";"185173,06000";"352335"
"75";"Nouvelle-Aquitaine";"17";"Charente-Maritime";"650,770000";"2017";"419292,55000";"644303"
"24";"Centre-Val de Loire";"18";"Cher";"524,340000";"2017";"159533,54000";"304256"
"75";"Nouvelle-Aquitaine";"19";"Corrèze";"532,240000";"2017";"128517,18000";"241464"
"27";"Bourgogne-Franche-Comté";"21";"Cote-d'Or";"494,970000";"2017";"264225,28000";"533819"
"53";"Bretagne";"22";"Cotes-d'Armor";"729,660000";"2017";"436930,28000";"598814"
"75";"Nouvelle-Aquitaine";"23";"Creuse";"512,840000";"2017";"60842,54000";"118638"
"75";"Nouvelle-Aquitaine";"24";"Dordogne";"553,220000";"2017";"228815,83000";"413606"
"27";"Bourgogne-Franche-Comté";"25";"Doubs";"447,910000";"2017";"241451,53000";"539067"
"84";"Auvergne-Rhône-Alpes";"26";"Drôme";"514,740000";"2017";"263314,53000";"511553"
"28";"Normandie";"27";"Eure";"555,870000";"2017";"334547,89000";"601843"
"24";"Centre-Val de Loire";"28";"Eure-et-Loir";"566,630000";"2017";"245484,24000";"433233"
"53";"Bretagne";"29";"Finistère";"693,840000";"2017";"630721,95000";"909028"
"94";"Corse";"2A";"Corse-du-Sud";"709,470000";"2017";"111564,19000";"157249"
"94";"Corse";"2B";"Haute-Corse";"653,680000";"2017";"116151,33000";"177689"
"76";"Occitanie";"30";"Gard";"576,780000";"2017";"429229,41000";"744178"
"76";"Occitanie";"31";"Haute-Garonne";"476,800000";"2017";"649727,65000";"1362672"
"76";"Occitanie";"32";"Gers";"494,960000";"2017";"94581,45000";"191091"
"75";"Nouvelle-Aquitaine";"33";"Gironde";"546,890000";"2017";"865942,78000";"1583384"
"76";"Occitanie";"34";"Hérault";"592,140000";"2017";"677936,62000";"1144892"
"53";"Bretagne";"35";"Ille-et-Vilaine";"472,360000";"2017";"500792,25000";"1060199"
"24";"Centre-Val de Loire";"36";"Indre";"504,390000";"2017";"112091,53000";"222232"
"24";"Centre-Val de Loire";"37";"Indre-et-Loire";"507,880000";"2017";"308035,36000";"606511"
"84";"Auvergne-Rhône-Alpes";"38";"Isère";"508,430000";"2017";"639969,95000";"1258722"
"27";"Bourgogne-Franche-Comté";"39";"Jura";"491,440000";"2017";"127866,32000";"260188"
"75";"Nouvelle-Aquitaine";"40";"Landes";"833,970000";"2017";"339794,68000";"407444"
"24";"Centre-Val de Loire";"41";"Loir-et-Cher";"530,950000";"2017";"176230,47000";"331915"
"84";"Auvergne-Rhône-Alpes";"42";"Loire";"479,460000";"2017";"365797,89000";"762941"
"84";"Auvergne-Rhône-Alpes";"43";"Haute-Loire";"469,540000";"2017";"106719,34000";"227283"
"52";"Pays de la Loire";"44";"Loire-Atlantique";"497,090000";"2017";"693338,94000";"1394783"
"24";"Centre-Val de Loire";"45";"Loiret";"500,910000";"2017";"339668,25000";"678105"
"76";"Occitanie";"46";"Lot";"583,090000";"2017";"101356,90000";"173828"
"75";"Nouvelle-Aquitaine";"47";"Lot-et-Garonne";"554,020000";"2017";"184400,66000";"332842"
"76";"Occitanie";"48";"Lozère";"510,290000";"2017";"39088,44000";"76601"
"52";"Pays de la Loire";"49";"Maine-et-Loire";"462,240000";"2017";"376085,17000";"813619"
"28";"Normandie";"50";"Manche";"648,140000";"2017";"321706,03000";"496351"
"44";"Grand Est";"51";"Marne";"489,030000";"2017";"278185,56000";"568854"
"44";"Grand Est";"52";"Haute-Marne";"490,310000";"2017";"86118,86000";"175640"
"52";"Pays de la Loire";"53";"Mayenne";"520,890000";"2017";"160145,48000";"307445"
"44";"Grand Est";"54";"Meurthe-et-Moselle";"471,670000";"2017";"345963,53000";"733481"
"44";"Grand Est";"55";"Meuse";"480,820000";"2017";"90002,83000";"187187"
"53";"Bretagne";"56";"Morbihan";"583,650000";"2017";"438244,36000";"750863"
"44";"Grand Est";"57";"Moselle";"504,370000";"2017";"526319,50000";"1043522"
"27";"Bourgogne-Franche-Comté";"58";"Nièvre";"509,100000";"2017";"105476,76000";"207182"
"32";"Hauts-de-France";"59";"Nord";"512,860000";"2017";"1335678,98000";"2604361"
"32";"Hauts-de-France";"60";"Oise";"568,690000";"2017";"468888,09000";"824503"
"28";"Normandie";"61";"Orne";"563,440000";"2017";"159661,71000";"283372"
"32";"Hauts-de-France";"62";"Pas-de-Calais";"650,880000";"2017";"955505,05000";"1468018"
"84";"Auvergne-Rhône-Alpes";"63";"Puy-de-Dôme";"470,470000";"2017";"307564,40000";"653742"
"75";"Nouvelle-Aquitaine";"64";"Pyrénées-Atlantiques";"544,400000";"2017";"368730,28000";"677309"
"76";"Occitanie";"65";"Hautes-Pyrénées";"544,300000";"2017";"124389,73000";"228530"
"76";"Occitanie";"66";"Pyrénées-Orientales";"681,650000";"2017";"323411,54000";"474452"
"44";"Grand Est";"67";"Bas-Rhin";"440,340000";"2017";"495630,83000";"1125559"
"44";"Grand Est";"68";"Haut-Rhin";"510,020000";"2017";"389672,74000";"764030"
"84";"Auvergne-Rhône-Alpes";"69";"Rhône";"385,600000";"2017";"710791,33000";"1843319"
"27";"Bourgogne-Franche-Comté";"70";"Haute-Saône";"494,820000";"2017";"117102,80000";"236659"
"27";"Bourgogne-Franche-Comté";"71";"Saône-et-Loire";"509,360000";"2017";"281980,23000";"553595"
"52";"Pays de la Loire";"72";"Sarthe";"474,350000";"2017";"268720,16000";"566506"
"84";"Auvergne-Rhône-Alpes";"73";"Savoie";"620,230000";"2017";"267426,89000";"431174"
"84";"Auvergne-Rhône-Alpes";"74";"Haute-Savoie";"582,390000";"2017";"470196,69000";"807360"
"11";"Ile-de-France";"75";"Paris";"477,290000";"2017";"1044088,45000";"2187526"
"28";"Normandie";"76";"Seine-Maritime";"589,760000";"2017";"739776,18000";"1254378"
"11";"Ile-de-France";"77";"Seine-et-Marne";"483,580000";"2017";"678951,53000";"1403997"
"11";"Ile-de-France";"78";"Yvelines";"455,840000";"2017";"655617,05000";"1438266"
"75";"Nouvelle-Aquitaine";"79";"Deux-Sèvres";"501,300000";"2017";"187661,52000";"374351"
"32";"Hauts-de-France";"80";"Somme";"579,130000";"2017";"331520,13000";"572443"
"76";"Occitanie";"81";"Tarn";"512,950000";"2017";"198966,32000";"387890"
"76";"Occitanie";"82";"Tarn-et-Garonne";"525,640000";"2017";"135797,78000";"258349"
"93";"Provence-Alpes-Côte d'Azur";"83";"Var";"726,110000";"2017";"768756,60000";"1058740"
"93";"Provence-Alpes-Côte d'Azur";"84";"Vaucluse";"589,570000";"2017";"329850,92000";"559479"
"52";"Pays de la Loire";"85";"Vendée";"586,560000";"2017";"396075,71000";"675247"
"75";"Nouvelle-Aquitaine";"86";"Vienne";"502,840000";"2017";"219680,82000";"436876"
"75";"Nouvelle-Aquitaine";"87";"Haute-Vienne";"497,140000";"2017";"186141,10000";"374426"
"44";"Grand Est";"88";"Vosges";"506,970000";"2017";"186398,52000";"367673"
"27";"Bourgogne-Franche-Comté";"89";"Yonne";"520,000000";"2017";"175910,95000";"338291"
"27";"Bourgogne-Franche-Comté";"90";"Territoire-de-Belfort";"524,450000";"2017";"74797,71000";"142622"
"11";"Ile-de-France";"91";"Essonne";"465,900000";"2017";"603871,00000";"1296130"
"11";"Ile-de-France";"92";"Hauts-de-seine";"371,760000";"2017";"598268,96000";"1609306"
"11";"Ile-de-France";"93";"Seine-Saint-Denis";"431,480000";"2017";"700340,69000";"1623111"
"11";"Ile-de-France";"94";"Val-de-Marne";"392,740000";"2017";"545098,85000";"1387926"
"11";"Ile-de-France";"95";"Val-d'Oise";"453,460000";"2017";"557123,16000";"1228618"
"97";"DROM-COM";"971";"Guadeloupe";"668,550000";"2017";"260902,91000";"390253"
"97";"DROM-COM";"972";"Martinique";"528,870000";"2017";"197053,30000";"372594"
"97";"DROM-COM";"973";"Guyane";"390,010000";"2017";"104795,32000";"268700"
"97";"DROM-COM";"974";"La Réunion";"640,820000";"2017";"547038,39000";"853659"
"97";"DROM-COM";"976";"Mayotte";"221,260000";"2017";"56757,06000";"256518"
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"471,290000";"2019";"307485,95000";"652432"
"32";"Hauts-de-France";"02";"Aisne";"538,770000";"2019";"286274,98000";"531345"
"84";"Auvergne-Rhône-Alpes";"03";"Allier";"529,410000";"2019";"177869,78000";"335975"
"93";"Provence-Alpes-Côte d'Azur";"04";"Alpes-de-Haute-Provence";"663,770000";"2019";"109063,13000";"164308"
"93";"Provence-Alpes-Côte d'Azur";"05";"Hautes-Alpes";"635,800000";"2019";"89787,83000";"141220"
"93";"Provence-Alpes-Côte d'Azur";"06";"Alpes-Maritimes";"692,540000";"2019";"757833,23000";"1094283"
"84";"Auvergne-Rhône-Alpes";"07";"Ardèche";"549,680000";"2019";"180449,38000";"328278"
"44";"Grand Est";"08";"Ardennes";"518,060000";"2019";"140177,83000";"270582"
"76";"Occitanie";"09";"Ariège";"699,720000";"2019";"107257,64000";"153287"
"44";"Grand Est";"10";"Aube";"505,280000";"2019";"156760,60000";"310242"
"76";"Occitanie";"11";"Aude";"613,120000";"2019";"229351,25000";"374070"
"76";"Occitanie";"12";"Aveyron";"507,670000";"2019";"141942,26000";"279595"
"93";"Provence-Alpes-Côte d'Azur";"13";"Bouches-du-Rhône";"553,930000";"2019";"1131730,73000";"2043110"
"28";"Normandie";"14";"Calvados";"654,180000";"2019";"454596,21000";"694905"
"84";"Auvergne-Rhône-Alpes";"15";"Cantal";"488,920000";"2019";"70742,76000";"144692"
"75";"Nouvelle-Aquitaine";"16";"Charente";"515,770000";"2019";"181560,03000";"352015"
"75";"Nouvelle-Aquitaine";"17";"Charente-Maritime";"664,050000";"2019";"432531,06000";"651358"
"24";"Centre-Val de Loire";"18";"Cher";"507,040000";"2019";"153279,83000";"302306"
"75";"Nouvelle-Aquitaine";"19";"Corrèze";"529,650000";"2019";"127155,06000";"240073"
"27";"Bourgogne-Franche-Comté";"21";"Cote-d'Or";"478,940000";"2019";"255811,93000";"534124"
"53";"Bretagne";"22";"Cotes-d'Armor";"718,580000";"2019";"431566,31000";"600582"
"75";"Nouvelle-Aquitaine";"23";"Creuse";"495,630000";"2019";"57799,06000";"116617"
"75";"Nouvelle-Aquitaine";"24";"Dordogne";"589,070000";"2019";"243416,83000";"413223"
"27";"Bourgogne-Franche-Comté";"25";"Doubs";"451,370000";"2019";"245534,70000";"543974"
"84";"Auvergne-Rhône-Alpes";"26";"Drôme";"540,420000";"2019";"279269,28000";"516762"
"28";"Normandie";"27";"Eure";"568,340000";"2019";"340722,12000";"599507"
"24";"Centre-Val de Loire";"28";"Eure-et-Loir";"512,510000";"2019";"221187,00000";"431575"
"53";"Bretagne";"29";"Finistère";"683,680000";"2019";"625632,93000";"915090"
"94";"Corse";"2A";"Corse-du-Sud";"766,100000";"2019";"121431,68000";"158507"
"94";"Corse";"2B";"Haute-Corse";"673,410000";"2019";"122514,86000";"181933"
"76";"Occitanie";"30";"Gard";"583,360000";"2019";"436610,19000";"748437"
"76";"Occitanie";"31";"Haute-Garonne";"470,550000";"2019";"658783,65000";"1400039"
"76";"Occitanie";"32";"Gers";"505,050000";"2019";"96654,58000";"191377"
"75";"Nouvelle-Aquitaine";"33";"Gironde";"548,580000";"2019";"890759,35000";"1623749"
"76";"Occitanie";"34";"Hérault";"583,560000";"2019";"686048,52000";"1175623"
"53";"Bretagne";"35";"Ille-et-Vilaine";"471,100000";"2019";"508554,06000";"1079498"
"24";"Centre-Val de Loire";"36";"Indre";"471,340000";"2019";"103373,29000";"219316"
"24";"Centre-Val de Loire";"37";"Indre-et-Loire";"489,980000";"2019";"298923,74000";"610079"
"84";"Auvergne-Rhône-Alpes";"38";"Isère";"499,040000";"2019";"634367,68000";"1271166"
"27";"Bourgogne-Franche-Comté";"39";"Jura";"476,650000";"2019";"123548,14000";"259199"
"75";"Nouvelle-Aquitaine";"40";"Landes";"886,610000";"2019";"366783,28000";"413690"
"24";"Centre-Val de Loire";"41";"Loir-et-Cher";"560,300000";"2019";"184601,23000";"329470"
"84";"Auvergne-Rhône-Alpes";"42";"Loire";"492,350000";"2019";"376960,47000";"765634"
"84";"Auvergne-Rhône-Alpes";"43";"Haute-Loire";"483,410000";"2019";"110010,66000";"227570"
"52";"Pays de la Loire";"44";"Loire-Atlantique";"501,400000";"2019";"716772,63000";"1429548"
"24";"Centre-Val de Loire";"45";"Loiret";"533,270000";"2019";"362855,11000";"680434"
"76";"Occitanie";"46";"Lot";"590,310000";"2019";"102769,13000";"174094"
"75";"Nouvelle-Aquitaine";"47";"Lot-et-Garonne";"579,520000";"2019";"191979,64000";"331271"
"76";"Occitanie";"48";"Lozère";"523,540000";"2019";"40105,59000";"76604"
"52";"Pays de la Loire";"49";"Maine-et-Loire";"416,930000";"2019";"341045,02000";"817997"
"28";"Normandie";"50";"Manche";"636,110000";"2019";"315158,76000";"495447"
"44";"Grand Est";"51";"Marne";"490,030000";"2019";"277774,07000";"566855"
"44";"Grand Est";"52";"Haute-Marne";"494,330000";"2019";"85278,20000";"172512"
"52";"Pays de la Loire";"53";"Mayenne";"588,940000";"2019";"180840,31000";"307062"
"44";"Grand Est";"54";"Meurthe-et-Moselle";"474,330000";"2019";"348046,84000";"733760"
"44";"Grand Est";"55";"Meuse";"461,780000";"2019";"85006,65000";"184083"
"53";"Bretagne";"56";"Morbihan";"608,620000";"2019";"462358,10000";"759684"
"44";"Grand Est";"57";"Moselle";"506,410000";"2019";"529975,90000";"1046543"
"27";"Bourgogne-Franche-Comté";"58";"Nièvre";"507,010000";"2019";"103660,22000";"204452"
"32";"Hauts-de-France";"59";"Nord";"510,060000";"2019";"1330412,35000";"2608346"
"32";"Hauts-de-France";"60";"Oise";"559,360000";"2019";"463945,82000";"829419"
"28";"Normandie";"61";"Orne";"555,070000";"2019";"155388,34000";"279942"
"32";"Hauts-de-France";"62";"Pas-de-Calais";"552,710000";"2019";"809873,96000";"1465278"
"84";"Auvergne-Rhône-Alpes";"63";"Puy-de-Dôme";"457,730000";"2019";"303085,76000";"662152"
"75";"Nouvelle-Aquitaine";"64";"Pyrénées-Atlantiques";"548,660000";"2019";"374526,57000";"682621"
"76";"Occitanie";"65";"Hautes-Pyrénées";"564,110000";"2019";"129507,28000";"229579"
"76";"Occitanie";"66";"Pyrénées-Orientales";"640,230000";"2019";"307296,03000";"479979"
"44";"Grand Est";"67";"Bas-Rhin";"444,180000";"2019";"506384,92000";"1140057"
"44";"Grand Est";"68";"Haut-Rhin";"527,730000";"2019";"404812,46000";"767086"
"84";"Auvergne-Rhône-Alpes";"69";"Rhône";"386,210000";"2019";"724427,39000";"1875747"
"27";"Bourgogne-Franche-Comté";"70";"Haute-Saône";"495,850000";"2019";"116680,95000";"235313"
"27";"Bourgogne-Franche-Comté";"71";"Saône-et-Loire";"495,750000";"2019";"273402,26000";"551493"
"52";"Pays de la Loire";"72";"Sarthe";"478,130000";"2019";"270819,83000";"566412"
"84";"Auvergne-Rhône-Alpes";"73";"Savoie";"632,390000";"2019";"275998,07000";"436434"
"84";"Auvergne-Rhône-Alpes";"74";"Haute-Savoie";"574,750000";"2019";"474798,68000";"826094"
"11";"Ile-de-France";"75";"Paris";"473,330000";"2019";"1024968,19000";"2165423"
"28";"Normandie";"76";"Seine-Maritime";"587,760000";"2019";"738012,17000";"1255633"
