C_REGION,L_REGION,C_DEPT,N_DEPT,RATIO_DMA,ANNEE,TONNAGE_DMA,VA_POPANNEE,cluster,RATIO_DMA_lag1,TONNAGE_DMA_lag1
32,Hauts-de-France,60,Oise,492.17,2023,408450.25,829899,1,607.04,503139.17
28,Normandie,61,Orne,540.35,2009,157895.32,292210,0,,
28,Normandie,61,Orne,536.24,2011,155986.44,290891,0,540.35,157895.32
28,Normandie,61,Orne,561.68,2013,162240.22,288848,0,536.24,155986.44
28,Normandie,61,Orne,551.63,2015,158105.71,286618,0,561.68,162240.22
28,Normandie,61,Orne,563.44,2017,159661.71,283372,0,551.63,158105.71
28,Normandie,61,Orne,555.07,2019,155388.34,279942,0,563.44,159661.71
28,Normandie,61,Orne,592.56,2021,164122.64,276973,0,555.07,155388.34
28,Normandie,61,Orne,570.01,2023,156868.12,275201,0,592.56,164122.64
32,Hauts-de-France,62,Pas-de-Calais,619.9,2009,905832.29,1461257,1,,
32,Hauts-de-France,62,Pas-de-Calais,634.2,2011,927708.45,1462807,1,619.9,905832.29
32,Hauts-de-France,62,Pas-de-Calais,603.16,2013,883750.91,1465205,1,634.2,927708.45
32,Hauts-de-France,62,Pas-de-Calais,592.08,2015,871921.6,1472648,1,603.16,883750.91
32,Hauts-de-France,62,Pas-de-Calais,650.88,2017,955505.05,1468018,1,592.08,871921.6
32,Hauts-de-France,62,Pas-de-Calais,552.71,2019,809873.96,1465278,1,650.88,955505.05
32,Hauts-de-France,62,Pas-de-Calais,652.22,2021,953183.83,1461441,1,552.71,809873.96
32,Hauts-de-France,62,Pas-de-Calais,597.58,2023,871208.88,1457905,1,652.22,953183.83
84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,535.74,2009,337201.11,629416,0,,
84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,520.64,2011,330850.52,635469,0,535.74,337201.11
84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,483.43,2013,309880.55,640999,0,520.64,330850.52
84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,472.12,2015,305699.42,647501,0,483.43,309880.55
84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,470.47,2017,307564.4,653742,0,472.12,305699.42
84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,457.73,2019,303085.76,662152,0,470.47,307564.4
84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,475.31,2021,314793.88,662285,0,457.73,303085.76
84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,446.14,2023,296437.8,664453,0,475.31,314793.88
75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,544.03,2009,353811.22,650356,1,,
75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,545.93,2011,358459.97,656608,1,544.03,353811.22
75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,536.23,2013,356086.96,664057,1,545.93,358459.97
75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,543.66,2015,364272.7,670032,1,536.23,356086.96
75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,544.4,2017,368730.28,677309,1,543.66,364272.7
75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,548.66,2019,374526.57,682621,1,544.4,368730.28
75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,562.27,2021,389667.93,693027,1,548.66,374526.57
75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,524.4,2023,370522.97,706564,1,562.27,389667.93
76,Occitanie,65,Hautes-Pyrénées,606.94,2009,139396.32,229670,0,,
76,Occitanie,65,Hautes-Pyrénées,580.08,2011,132971.3,229228,0,606.94,139396.32
76,Occitanie,65,Hautes-Pyrénées,527.5,2013,120727.15,228868,0,580.08,132971.3
76,Occitanie,65,Hautes-Pyrénées,571.47,2015,130628.18,228582,0,527.5,120727.15
76,Occitanie,65,Hautes-Pyrénées,544.3,2017,124389.73,228530,0,571.47,130628.18
76,Occitanie,65,Hautes-Pyrénées,564.11,2019,129507.28,229579,0,544.3,124389.73
76,Occitanie,65,Hautes-Pyrénées,556.75,2021,128585.73,230956,0,564.11,129507.28
76,Occitanie,65,Hautes-Pyrénées,540.55,2023,125055.44,231349,0,556.75,128585.73
76,Occitanie,66,Pyrénées-Orientales,617.83,2009,275486.09,445890,1,,
76,Occitanie,66,Pyrénées-Orientales,659.86,2011,298606.24,452530,1,617.83,275486.09
76,Occitanie,66,Pyrénées-Orientales,644.22,2013,298081.9,462705,1,659.86,298606.24
76,Occitanie,66,Pyrénées-Orientales,630.04,2015,296772.89,471038,1,644.22,298081.9
76,Occitanie,66,Pyrénées-Orientales,681.65,2017,323411.54,474452,1,630.04,296772.89
76,Occitanie,66,Pyrénées-Orientales,640.23,2019,307296.03,479979,1,681.65,323411.54
76,Occitanie,66,Pyrénées-Orientales,672.08,2021,327508.16,487307,1,640.23,307296.03
76,Occitanie,66,Pyrénées-Orientales,626.11,2023,311086.47,496855,1,672.08,327508.16
44,Grand Est,67,Bas-Rhin,478.88,2009,524101.87,1094439,1,,
44,Grand Est,67,Bas-Rhin,484.42,2011,532507.13,1099269,1,478.88,524101.87
44,Grand Est,67,Bas-Rhin,455.33,2013,505165.16,1109460,1,484.42,532507.13
44,Grand Est,67,Bas-Rhin,449.8,2015,502277.17,1116658,1,455.33,505165.16
44,Grand Est,67,Bas-Rhin,440.34,2017,495630.83,1125559,1,449.8,502277.17
44,Grand Est,67,Bas-Rhin,444.18,2019,506384.92,1140057,1,440.34,495630.83
44,Grand Est,67,Bas-Rhin,452.9,2021,522045.69,1152662,1,444.18,506384.92
44,Grand Est,67,Bas-Rhin,406.33,2023,472896.42,1163810,1,452.9,522045.69
44,Grand Est,68,Haut-Rhin,504.38,2009,377584.12,748614,1,,
44,Grand Est,68,Haut-Rhin,530.8,2011,399719.34,753056,1,504.38,377584.12
44,Grand Est,68,Haut-Rhin,513.88,2013,389892.2,758723,1,530.8,399719.34
44,Grand Est,68,Haut-Rhin,482.01,2015,367586.05,762607,1,513.88,389892.2
44,Grand Est,68,Haut-Rhin,510.02,2017,389672.74,764030,1,482.01,367586.05
44,Grand Est,68,Haut-Rhin,527.73,2019,404812.46,767086,1,510.02,389672.74
44,Grand Est,68,Haut-Rhin,490.93,2021,376584.44,767083,1,527.73,404812.46
44,Grand Est,68,Haut-Rhin,465.09,2023,358464.96,770738,1,490.93,376584.44
84,Auvergne-Rhône-Alpes,69,Rhône,407.89,2009,696947.6,1708671,1,,
84,Auvergne-Rhône-Alpes,69,Rhône,408.41,2011,712370.54,1744236,1,407.89,696947.6
84,Auvergne-Rhône-Alpes,69,Rhône,388.73,2013,691879.95,1779845,1,408.41,712370.54
84,Auvergne-Rhône-Alpes,69,Rhône,385.11,2015,701667.79,1821995,1,388.73,691879.95
84,Auvergne-Rhône-Alpes,69,Rhône,385.6,2017,710791.33,1843319,1,385.11,701667.79
84,Auvergne-Rhône-Alpes,69,Rhône,386.21,2019,724427.39,1875747,1,385.6,710791.33
84,Auvergne-Rhône-Alpes,69,Rhône,410.45,2021,777266.76,1893692,1,386.21,724427.39
84,Auvergne-Rhône-Alpes,69,Rhône,370.45,2023,709282.32,1914667,1,410.45,777266.76
27,Bourgogne-Franche-Comté,70,Haute-Saône,544.82,2009,130316.62,239194,1,,
27,Bourgogne-Franche-Comté,70,Haute-Saône,496.74,2011,119066.43,239695,1,544.82,130316.62
27,Bourgogne-Franche-Comté,70,Haute-Saône,458.7,2013,109609.51,238956,1,496.74,119066.43
27,Bourgogne-Franche-Comté,70,Haute-Saône,517.33,2015,122972.79,237706,1,458.7,109609.51
27,Bourgogne-Franche-Comté,70,Haute-Saône,494.82,2017,117102.8,236659,1,517.33,122972.79
27,Bourgogne-Franche-Comté,70,Haute-Saône,495.85,2019,116680.95,235313,1,494.82,117102.8
27,Bourgogne-Franche-Comté,70,Haute-Saône,541.95,2021,126977.54,234296,1,495.85,116680.95
27,Bourgogne-Franche-Comté,70,Haute-Saône,537.67,2023,125376.35,233185,1,541.95,126977.54
27,Bourgogne-Franche-Comté,71,Saône-et-Loire,539.29,2009,299152.22,554720,0,,
27,Bourgogne-Franche-Comté,71,Saône-et-Loire,533.9,2011,296846.51,555999,0,539.29,299152.22
27,Bourgogne-Franche-Comté,71,Saône-et-Loire,510.49,2013,283947.71,556222,0,533.9,296846.51
27,Bourgogne-Franche-Comté,71,Saône-et-Loire,499.81,2015,277597.54,555408,0,510.49,283947.71
27,Bourgogne-Franche-Comté,71,Saône-et-Loire,509.36,2017,281980.23,553595,0,499.81,277597.54
27,Bourgogne-Franche-Comté,71,Saône-et-Loire,495.75,2019,273402.26,551493,0,509.36,281980.23
27,Bourgogne-Franche-Comté,71,Saône-et-Loire,540.59,2021,296941.92,549288,0,495.75,273402.26
27,Bourgogne-Franche-Comté,71,Saône-et-Loire,501.88,2023,276191.13,550310,0,540.59,296941.92
52,Pays de la Loire,72,Sarthe,479.25,2009,268885.86,561050,1,,
52,Pays de la Loire,72,Sarthe,474.82,2011,268616.35,565718,1,479.25,268885.86
52,Pays de la Loire,72,Sarthe,457.42,2013,260285.4,569035,1,474.82,268616.35
52,Pays de la Loire,72,Sarthe,444.56,2015,252706.49,568445,1,457.42,260285.4
52,Pays de la Loire,72,Sarthe,474.35,2017,268720.16,566506,1,444.56,252706.49
52,Pays de la Loire,72,Sarthe,478.13,2019,270819.83,566412,1,474.35,268720.16
52,Pays de la Loire,72,Sarthe,512.39,2021,290041.8,566058,1,478.13,270819.83
52,Pays de la Loire,72,Sarthe,481.35,2023,272797.53,566733,1,512.39,290041.8
84,Auvergne-Rhône-Alpes,73,Savoie,655.87,2009,269565.74,411007,3,,
84,Auvergne-Rhône-Alpes,73,Savoie,646.04,2011,270658.41,418949,3,655.87,269565.74
84,Auvergne-Rhône-Alpes,73,Savoie,640.37,2013,271334.36,423715,3,646.04,270658.41
84,Auvergne-Rhône-Alpes,73,Savoie,637.29,2015,272889.06,428204,3,640.37,271334.36
84,Auvergne-Rhône-Alpes,73,Savoie,620.23,2017,267426.89,431174,3,637.29,272889.06
84,Auvergne-Rhône-Alpes,73,Savoie,632.39,2019,275998.07,436434,3,620.23,267426.89
84,Auvergne-Rhône-Alpes,73,Savoie,580.07,2021,256660.43,442468,3,632.39,275998.07
84,Auvergne-Rhône-Alpes,73,Savoie,592.64,2023,265635.11,448226,3,580.07,256660.43
84,Auvergne-Rhône-Alpes,74,Haute-Savoie,604.46,2009,438716.43,725794,1,,
84,Auvergne-Rhône-Alpes,74,Haute-Savoie,601.69,2011,449459.21,746994,1,604.46,438716.43
84,Auvergne-Rhône-Alpes,74,Haute-Savoie,599.47,2013,461401.6,769677,1,601.69,449459.21
84,Auvergne-Rhône-Alpes,74,Haute-Savoie,583.4,2015,463181.46,793938,1,599.47,461401.6
84,Auvergne-Rhône-Alpes,74,Haute-Savoie,582.39,2017,470196.69,807360,1,583.4,463181.46
84,Auvergne-Rhône-Alpes,74,Haute-Savoie,574.75,2019,474798.68,826094,1,582.39,470196.69
84,Auvergne-Rhône-Alpes,74,Haute-Savoie,576.18,2021,484848.15,841482,1,574.75,474798.68
84,Auvergne-Rhône-Alpes,74,Haute-Savoie,560.86,2023,482987.73,861158,1,576.18,484848.15
11,Ile-de-France,75,Paris,485.63,2009,1084949.29,2234105,1,,
11,Ile-de-France,75,Paris,484.09,2011,1089201.02,2249975,1,485.63,1084949.29
11,Ile-de-France,75,Paris,468.16,2013,1043826.07,2229621,1,484.09,1089201.02
11,Ile-de-France,75,Paris,464.97,2015,1025957.26,2206488,1,468.16,1043826.07
11,Ile-de-France,75,Paris,477.29,2017,1044088.45,2187526,1,464.97,1025957.26
11,Ile-de-France,75,Paris,473.33,2019,1024968.19,2165423,1,477.29,1044088.45
11,Ile-de-France,75,Paris,429.57,2021,916328.44,2133111,1,473.33,1024968.19
11,Ile-de-France,75,Paris,421.04,2023,885768.78,2103778,1,429.57,916328.44
28,Normandie,76,Seine-Maritime,598.96,2009,748768.95,1250120,1,,
28,Normandie,76,Seine-Maritime,583.31,2011,729890.24,1251282,1,598.96,748768.95
28,Normandie,76,Seine-Maritime,603.13,2013,756687.88,1254609,1,583.31,729890.24
28,Normandie,76,Seine-Maritime,572.92,2015,720559.28,1257699,1,603.13,756687.88
28,Normandie,76,Seine-Maritime,589.76,2017,739776.18,1254378,1,572.92,720559.28
28,Normandie,76,Seine-Maritime,587.76,2019,738012.17,1255633,1,589.76,739776.18
28,Normandie,76,Seine-Maritime,609.49,2021,765471.83,1255918,1,587.76,738012.17
28,Normandie,76,Seine-Maritime,577.46,2023,728159.26,1260964,1,609.49,765471.83
11,Ile-de-France,77,Seine-et-Marne,517.17,2009,679253.92,1313414,1,,
11,Ile-de-France,77,Seine-et-Marne,519.54,2011,695372.99,1338427,1,517.17,679253.92
11,Ile-de-France,77,Seine-et-Marne,497.79,2013,679579.02,1365200,1,519.54,695372.99
11,Ile-de-France,77,Seine-et-Marne,478.81,2015,665602.41,1390121,1,497.79,679579.02
11,Ile-de-France,77,Seine-et-Marne,483.58,2017,678951.53,1403997,1,478.81,665602.41
11,Ile-de-France,77,Seine-et-Marne,474.23,2019,673973.62,1421197,1,483.58,678951.53
11,Ile-de-France,77,Seine-et-Marne,513.27,2021,738140.68,1438100,1,474.23,673973.62
11,Ile-de-France,77,Seine-et-Marne,451.61,2023,663006.97,1468108,1,513.27,738140.68
11,Ile-de-France,78,Yvelines,447.98,2009,630558.13,1407560,1,,
11,Ile-de-France,78,Yvelines,454.94,2011,643114.3,1413635,1,447.98,630558.13
11,Ile-de-France,78,Yvelines,441.39,2013,626109.2,1418484,1,454.94,643114.3
11,Ile-de-France,78,Yvelines,445.69,2015,636127.28,1427291,1,441.39,626109.2
11,Ile-de-France,78,Yvelines,455.84,2017,655617.05,1438266,1,445.69,636127.28
11,Ile-de-France,78,Yvelines,456.21,2019,660689.98,1448207,1,455.84,655617.05
11,Ile-de-France,78,Yvelines,467.23,2021,680459.32,1456365,1,456.21,660689.98
11,Ile-de-France,78,Yvelines,401.17,2023,595768.27,1485086,1,467.23,680459.32
75,Nouvelle-Aquitaine,79,Deux-Sèvres,513.25,2009,188024.82,366339,0,,
75,Nouvelle-Aquitaine,79,Deux-Sèvres,505.92,2011,187666.32,370939,0,513.25,188024.82
75,Nouvelle-Aquitaine,79,Deux-Sèvres,507.74,2013,188693.6,371632,0,505.92,187666.32
75,Nouvelle-Aquitaine,79,Deux-Sèvres,510.67,2015,191213.43,374435,0,507.74,188693.6
75,Nouvelle-Aquitaine,79,Deux-Sèvres,501.3,2017,187661.52,374351,0,510.67,191213.43
75,Nouvelle-Aquitaine,79,Deux-Sèvres,498.99,2019,187059.47,374878,0,501.3,187661.52
75,Nouvelle-Aquitaine,79,Deux-Sèvres,539.27,2021,202002.69,374587,0,498.99,187059.47
75,Nouvelle-Aquitaine,79,Deux-Sèvres,495.02,2023,185745.49,375229,0,539.27,202002.69
32,Hauts-de-France,80,Somme,590.1,2009,336222.15,569775,0,,
32,Hauts-de-France,80,Somme,574.58,2011,328206.96,571211,0,590.1,336222.15
32,Hauts-de-France,80,Somme,549.77,2013,314289.27,571675,0,574.58,328206.96
32,Hauts-de-France,80,Somme,539.1,2015,308298.37,571879,0,549.77,314289.27
32,Hauts-de-France,80,Somme,579.13,2017,331520.13,572443,0,539.1,308298.37
32,Hauts-de-France,80,Somme,571.19,2019,325896.48,570559,0,579.13,331520.13
32,Hauts-de-France,80,Somme,630.29,2021,356904.13,566252,0,571.19,325896.48
32,Hauts-de-France,80,Somme,536.37,2023,303271.14,565413,0,630.29,356904.13
76,Occitanie,81,Tarn,481.69,2009,180161.08,374018,0,,
76,Occitanie,81,Tarn,474.28,2011,179124.34,377675,0,481.69,180161.08
76,Occitanie,81,Tarn,477.99,2013,182557.34,381927,0,474.28,179124.34
76,Occitanie,81,Tarn,503.57,2015,194649.69,386543,0,477.99,182557.34
76,Occitanie,81,Tarn,512.95,2017,198966.32,387890,0,503.57,194649.69
76,Occitanie,81,Tarn,539.59,2019,210375.71,389881,0,512.95,198966.32
76,Occitanie,81,Tarn,547.6,2021,215521.49,393572,0,539.59,210375.71
76,Occitanie,81,Tarn,484.81,2023,192640.42,397352,0,547.6,215521.49
76,Occitanie,82,Tarn-et-Garonne,480.11,2009,114886.59,239291,0,,
76,Occitanie,82,Tarn-et-Garonne,469.57,2011,114831.46,244545,0,480.11,114886.59
76,Occitanie,82,Tarn-et-Garonne,466.23,2013,116715.75,250342,0,469.57,114831.46
76,Occitanie,82,Tarn-et-Garonne,507.26,2015,129489.49,255274,0,466.23,116715.75
76,Occitanie,82,Tarn-et-Garonne,525.64,2017,135797.78,258349,0,507.26,129489.49
76,Occitanie,82,Tarn-et-Garonne,529.19,2019,137943.75,260669,0,525.64,135797.78
76,Occitanie,82,Tarn-et-Garonne,565.86,2021,149034.76,263377,0,529.19,137943.75
76,Occitanie,82,Tarn-et-Garonne,511.28,2023,135906.4,265817,0,565.86,149034.76
93,Provence-Alpes-Côte d'Azur,83,Var,719.74,2009,724996.53,1007303,1,,
93,Provence-Alpes-Côte d'Azur,83,Var,725.89,2011,735131.95,1012735,1,719.74,724996.53
93,Provence-Alpes-Côte d'Azur,83,Var,709.26,2013,729529.12,1028583,1,725.89,735131.95
93,Provence-Alpes-Côte d'Azur,83,Var,717.32,2015,752217.33,1048652,1,709.26,729529.12
93,Provence-Alpes-Côte d'Azur,83,Var,726.11,2017,768756.6,1058740,1,717.32,752217.33
93,Provence-Alpes-Côte d'Azur,83,Var,729.81,2019,785797.68,1076711,1,726.11,768756.6
93,Provence-Alpes-Côte d'Azur,83,Var,739.14,2021,809608.91,1095337,1,729.81,785797.68
93,Provence-Alpes-Côte d'Azur,83,Var,669.2,2023,749036.75,1119307,1,739.14,809608.91
93,Provence-Alpes-Côte d'Azur,84,Vaucluse,593.5,2009,320527.06,540065,1,,
93,Provence-Alpes-Côte d'Azur,84,Vaucluse,615.8,2011,336614.18,546630,1,593.5,320527.06
93,Provence-Alpes-Côte d'Azur,84,Vaucluse,571.74,2013,314425.99,549949,1,615.8,336614.18
93,Provence-Alpes-Côte d'Azur,84,Vaucluse,584.26,2015,325751.57,557548,1,571.74,314425.99
93,Provence-Alpes-Côte d'Azur,84,Vaucluse,589.57,2017,329850.92,559479,1,584.26,325751.57
93,Provence-Alpes-Côte d'Azur,84,Vaucluse,607.71,2019,341210.59,561469,1,589.57,329850.92
93,Provence-Alpes-Côte d'Azur,84,Vaucluse,623.16,2021,351814.66,564566,1,607.71,341210.59
93,Provence-Alpes-Côte d'Azur,84,Vaucluse,590.19,2023,337621.59,572056,1,623.16,351814.66
52,Pays de la Loire,85,Vendée,594.85,2009,372621.31,626411,0,,
52,Pays de la Loire,85,Vendée,586.86,2011,376562.03,641657,0,594.85,372621.31
52,Pays de la Loire,85,Vendée,580.14,2013,380287.99,655506,0,586.86,376562.03
52,Pays de la Loire,85,Vendée,577.19,2015,384817.51,666714,0,580.14,380287.99
52,Pays de la Loire,85,Vendée,586.56,2017,396075.71,675247,0,577.19,384817.51
52,Pays de la Loire,85,Vendée,570.09,2019,390765.71,685442,0,586.56,396075.71
52,Pays de la Loire,85,Vendée,584.08,2021,408540.97,699459,0,570.09,390765.71
52,Pays de la Loire,85,Vendée,553.48,2023,394970.34,713609,0,584.08,408540.97
75,Nouvelle-Aquitaine,86,Vienne,509.98,2009,217284.44,426066,0,,
75,Nouvelle-Aquitaine,86,Vienne,511.81,2011,219282.99,428447,0,509.98,217284.44
75,Nouvelle-Aquitaine,86,Vienne,507.94,2013,219047.52,431248,0,511.81,219282.99
75,Nouvelle-Aquitaine,86,Vienne,497.88,2015,216522.03,434887,0,507.94,219047.52
75,Nouvelle-Aquitaine,86,Vienne,502.84,2017,219680.82,436876,0,497.88,216522.03
75,Nouvelle-Aquitaine,86,Vienne,500.76,2019,219550.1,438435,0,502.84,219680.82
75,Nouvelle-Aquitaine,86,Vienne,508.17,2021,223283.74,439385,0,500.76,219550.1
75,Nouvelle-Aquitaine,86,Vienne,480.02,2023,210680.43,438897,0,508.17,223283.74
75,Nouvelle-Aquitaine,87,Haute-Vienne,480.64,2009,180167.98,374849,1,,
75,Nouvelle-Aquitaine,87,Haute-Vienne,483.92,2011,181981.28,376058,1,480.64,180167.98
75,Nouvelle-Aquitaine,87,Haute-Vienne,468.14,2013,175952.15,375856,1,483.92,181981.28
75,Nouvelle-Aquitaine,87,Haute-Vienne,470.29,2015,176733.84,375795,1,468.14,175952.15
75,Nouvelle-Aquitaine,87,Haute-Vienne,497.14,2017,186141.1,374426,1,470.29,176733.84
75,Nouvelle-Aquitaine,87,Haute-Vienne,489.65,2019,182325.32,372359,1,497.14,186141.1
75,Nouvelle-Aquitaine,87,Haute-Vienne,490.0,2021,182129.75,371691,1,489.65,182325.32
75,Nouvelle-Aquitaine,87,Haute-Vienne,444.34,2023,165812.82,373167,1,490.0,182129.75
44,Grand Est,88,Vosges,496.07,2009,188602.75,380192,1,,
44,Grand Est,88,Vosges,503.09,2011,190586.49,378830,1,496.07,188602.75
44,Grand Est,88,Vosges,510.17,2013,191428.41,375226,1,503.09,190586.49
44,Grand Est,88,Vosges,496.27,2015,184619.32,372016,1,510.17,191428.41
44,Grand Est,88,Vosges,506.97,2017,186398.52,367673,1,496.27,184619.32
44,Grand Est,88,Vosges,508.75,2019,185439.19,364499,1,506.97,186398.52
44,Grand Est,88,Vosges,552.56,2021,199294.87,360673,1,508.75,185439.19
44,Grand Est,88,Vosges,533.24,2023,190497.86,357248,1,552.56,199294.87
27,Bourgogne-Franche-Comté,89,Yonne,519.43,2009,178359.66,343377,0,,
27,Bourgogne-Franche-Comté,89,Yonne,528.8,2011,181093.6,342463,0,519.43,178359.66
27,Bourgogne-Franche-Comté,89,Yonne,515.69,2013,176097.87,341483,0,528.8,181093.6
27,Bourgogne-Franche-Comté,89,Yonne,510.37,2015,173987.02,340903,0,515.69,176097.87
27,Bourgogne-Franche-Comté,89,Yonne,520.0,2017,175910.95,338291,0,510.37,173987.02
27,Bourgogne-Franche-Comté,89,Yonne,517.56,2019,173747.25,335707,0,520.0,175910.95
27,Bourgogne-Franche-Comté,89,Yonne,582.02,2021,194036.14,333385,0,517.56,173747.25
27,Bourgogne-Franche-Comté,89,Yonne,531.58,2023,176627.62,332267,0,582.02,194036.14
27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,482.76,2009,68774.75,142461,1,,
27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,513.34,2011,73585.73,143348,1,482.76,68774.75
27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,499.97,2013,72154.84,144318,1,513.34,73585.73
27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,437.86,2015,63263.35,144483,1,499.97,72154.84
27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,524.45,2017,74797.71,142622,1,437.86,63263.35
27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,502.33,2019,70987.96,141318,1,524.45,74797.71
27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,603.27,2021,84248.96,139654,1,502.33,70987.96
27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,478.8,2023,67153.59,140255,1,603.27,84248.96
11,Ile-de-France,91,Essonne,488.71,2009,590367.22,1208004,1,,
11,Ile-de-France,91,Essonne,499.7,2011,612227.71,1225191,1,488.71,590367.22
11,Ile-de-France,91,Essonne,474.56,2013,595063.3,1253931,1,499.7,612227.71
11,Ile-de-France,91,Essonne,453.26,2015,578461.04,1276233,1,474.56,595063.3
11,Ile-de-France,91,Essonne,465.9,2017,603871.0,1296130,1,453.26,578461.04
11,Ile-de-France,91,Essonne,486.35,2019,633056.5,1301659,1,465.9,603871.0
11,Ile-de-France,91,Essonne,510.91,2021,671219.9,1313768,1,486.35,633056.5
11,Ile-de-France,91,Essonne,431.57,2023,577654.62,1338485,1,510.91,671219.9
11,Ile-de-France,92,Hauts-de-seine,405.12,2009,632689.37,1561745,1,,
11,Ile-de-France,92,Hauts-de-seine,398.04,2011,629544.11,1581628,1,405.12,632689.37
11,Ile-de-France,92,Hauts-de-seine,387.0,2013,615867.95,1591403,1,398.04,629544.11
11,Ile-de-France,92,Hauts-de-seine,362.48,2015,580539.9,1601569,1,387.0,615867.95
11,Ile-de-France,92,Hauts-de-seine,371.76,2017,598268.96,1609306,1,362.48,580539.9
11,Ile-de-France,92,Hauts-de-seine,387.8,2019,629928.76,1624357,1,371.76,598268.96
11,Ile-de-France,92,Hauts-de-seine,392.35,2021,641611.86,1635291,1,387.8,629928.76
11,Ile-de-France,92,Hauts-de-seine,349.74,2023,578717.5,1654712,1,392.35,641611.86
11,Ile-de-France,93,Seine-Saint-Denis,429.66,2009,651351.16,1515983,1,,
11,Ile-de-France,93,Seine-Saint-Denis,436.42,2011,667686.61,1529928,1,429.66,651351.16
11,Ile-de-France,93,Seine-Saint-Denis,435.88,2013,676703.36,1552482,1,436.42,667686.61
11,Ile-de-France,93,Seine-Saint-Denis,422.2,2015,672425.51,1592663,1,435.88,676703.36
11,Ile-de-France,93,Seine-Saint-Denis,431.48,2017,700340.69,1623111,1,422.2,672425.51
11,Ile-de-France,93,Seine-Saint-Denis,432.48,2019,711387.69,1644903,1,431.48,700340.69
11,Ile-de-France,93,Seine-Saint-Denis,437.43,2021,729919.27,1668670,1,432.48,711387.69
11,Ile-de-France,93,Seine-Saint-Denis,416.31,2023,709516.49,1704316,1,437.43,729919.27
11,Ile-de-France,94,Val-de-Marne,417.62,2009,550652.03,1318537,1,,
11,Ile-de-France,94,Val-de-Marne,413.47,2011,551443.33,1333702,1,417.62,550652.03
11,Ile-de-France,94,Val-de-Marne,393.52,2013,532824.9,1354005,1,413.47,551443.33
11,Ile-de-France,94,Val-de-Marne,390.66,2015,536132.7,1372389,1,393.52,532824.9
11,Ile-de-France,94,Val-de-Marne,392.74,2017,545098.85,1387926,1,390.66,536132.7
11,Ile-de-France,94,Val-de-Marne,388.04,2019,546022.87,1407124,1,392.74,545098.85
11,Ile-de-France,94,Val-de-Marne,388.32,2021,549621.0,1415367,1,388.04,546022.87
11,Ile-de-France,94,Val-de-Marne,369.53,2023,527286.55,1426929,1,388.32,549621.0
11,Ile-de-France,95,Val-d'Oise,462.92,2009,541103.77,1168892,1,,
11,Ile-de-France,95,Val-d'Oise,470.77,2011,555681.83,1180365,1,462.92,541103.77
11,Ile-de-France,95,Val-d'Oise,460.91,2013,550645.88,1194681,1,470.77,555681.83
11,Ile-de-France,95,Val-d'Oise,454.05,2015,551844.41,1215390,1,460.91,550645.88
11,Ile-de-France,95,Val-d'Oise,453.46,2017,557123.16,1228618,1,454.05,551844.41
11,Ile-de-France,95,Val-d'Oise,463.44,2019,579154.84,1249674,1,453.46,557123.16
11,Ile-de-France,95,Val-d'Oise,509.44,2021,640160.04,1256607,1,463.44,579154.84
11,Ile-de-France,95,Val-d'Oise,440.34,2023,564360.09,1281653,1,509.44,640160.04
97,DROM-COM,971,Guadeloupe,509.86,2009,204734.55,401554,0,,
97,DROM-COM,971,Guadeloupe,584.95,2011,236693.12,404635,0,509.86,204734.55
97,DROM-COM,971,Guadeloupe,652.44,2013,262360.4,402119,0,584.95,236693.12
97,DROM-COM,971,Guadeloupe,533.75,2015,212425.71,397990,0,652.44,262360.4
97,DROM-COM,971,Guadeloupe,668.55,2017,260902.91,390253,0,533.75,212425.71
97,DROM-COM,971,Guadeloupe,639.18,2019,245597.46,384239,0,668.55,260902.91
97,DROM-COM,971,Guadeloupe,612.55,2021,235410.9,384315,0,639.18,245597.46
97,DROM-COM,971,Guadeloupe,622.82,2023,239262.1,384160,0,612.55,235410.9
97,DROM-COM,972,Martinique,454.74,2009,180262.28,396404,1,,
