C_REGION,L_REGION,C_DEPT,N_DEPT,RATIO_DMA,ANNEE,TONNAGE_DMA,VA_POPANNEE,cluster,RATIO_DMA_lag1,TONNAGE_DMA_lag1
97,DROM-COM,972,Martinique,501.68,2011,196805.08,392291,1,454.74,180262.28
97,DROM-COM,972,Martinique,503.08,2013,193962.88,385551,1,501.68,196805.08
97,DROM-COM,972,Martinique,499.79,2015,190360.41,380877,1,503.08,193962.88
97,DROM-COM,972,Martinique,528.87,2017,197053.3,372594,1,499.79,190360.41
97,DROM-COM,972,Martinique,537.88,2019,196059.87,364508,1,528.87,197053.3
97,DROM-COM,972,Martinique,481.39,2021,173660.09,360749,1,537.88,196059.87
97,DROM-COM,972,Martinique,511.94,2023,184621.01,360630,1,481.39,173660.09
97,DROM-COM,973,Guyane,415.17,2009,93193.09,224469,0,,
97,DROM-COM,973,Guyane,468.58,2011,111309.67,237549,0,415.17,93193.09
97,DROM-COM,973,Guyane,285.11,2013,69600.39,244118,0,468.58,111309.67
97,DROM-COM,973,Guyane,424.13,2015,110215.55,259865,0,285.11,69600.39
97,DROM-COM,973,Guyane,390.01,2017,104795.32,268700,0,424.13,110215.55
97,DROM-COM,973,Guyane,382.02,2019,107606.27,281678,0,390.01,104795.32
97,DROM-COM,974,La Réunion,565.7,2009,461815.75,816364,0,,
97,DROM-COM,974,La Réunion,628.01,2011,520359.49,828581,0,565.7,461815.75
97,DROM-COM,974,La Réunion,604.09,2013,504480.58,835103,0,628.01,520359.49
97,DROM-COM,974,La Réunion,557.46,2015,474250.03,850727,0,604.09,504480.58
97,DROM-COM,974,La Réunion,640.82,2017,547038.39,853659,0,557.46,474250.03
97,DROM-COM,974,La Réunion,567.01,2019,488312.58,861210,0,640.82,547038.39
97,DROM-COM,974,La Réunion,595.06,2021,518386.72,871157,0,567.01,488312.58
97,DROM-COM,974,La Réunion,563.2,2023,501068.76,889679,0,595.06,518386.72
97,DROM-COM,976,Mayotte,248.07,2015,52750.16,212645,2,,
97,DROM-COM,976,Mayotte,221.26,2017,56757.06,256518,2,248.07,52750.16
